ID1,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7,HVIDX,HHID
2023,2895,64,1,1,6,5,2,1,5,      289506401
2023,2895,68,1,1,7,6,1,1,7,      289506801
2023,2895,68,1,1,5,6,1,2,8,      289506801
2023,2895,68,1,1,3,6,1,3,9,      289506801
2023,2895,68,1,1,0,6,2,4,10,      289506801
2023,2902,18,1,1,4,3,2,1,5,      290201801
2023,2902,37,2,1,7,3,2,1,4,      290203702
2023,2902,111,1,1,4,4,2,1,3,      290211101
2023,2902,162,1,1,1,6,2,1,7,      290216201
2023,2907,67,1,2, , ,1,1,6,      290706701
2023,2907,67,1,1,2,3,2,2,7,      290706701
2023,2907,76,1,1,7,1,1,1,5,      290707601
2023,2907,76,1,1,4,1,1,2,6,      290707601
2023,2907,76,1,1,2,1,2,3,7,      290707601
2023,2907,81,1,1,2,3,2,1,4,      290708101
2023,2907,166,2,1,0,2,2,1,2,      290716602
2023,2907,169,1,1,2,2,2,1,4,      290716901
2023,2909,60,1,1,1,6,2,1,7,      290906001
2023,2909,111,1,1,6,6,1,1,4,      290911101
2023,2909,111,1,1,2,6,2,2,5,      290911101
2023,2909,124,1,1,0,6,2,1,5,      290912401
2023,2912,7,2,1,1,9,2,1,3,      291200702
2023,2912,11,1,1,4,8,2,1,3,      291201101
2023,2912,35,1,1,3,9,1,1,4,      291203501
2023,2912,35,1,2, , ,2,2,5,      291203501
2023,2912,76,1,1,5,9,2,1,2,      291207601
2023,2912,104,1,1,7,9,1,1,3,      291210401
2023,2912,104,1,1,2,9,1,2,4,      291210401
2023,2912,104,1,1,0,9,2,3,5,      291210401
2023,2913,4,1,1,4,8,2,1,4,      291300401
2023,2913,67,1,1,2,8,1,1,3,      291306701
2023,2913,67,1,1,1,8,2,2,4,      291306701
2023,2913,73,1,1,5,9,2,1,3,      291307301
2023,2913,85,1,1,0,8,2,1,3,      291308501
2023,2920,60,1,1,5,6,2,1,4,      292006001
2023,2920,61,1,1,3,6,1,1,4,      292006101
2023,2920,61,1,1,1,6,1,2,5,      292006101
2023,2920,61,1,1,1,8,1,3,8,      292006101
2023,2920,61,1,1,1,8,1,4,9,      292006101
2023,2920,61,1,1,0,6,2,5,12,      292006101
2023,2920,87,2,1,5,6,2,1,4,      292008702
2023,2920,94,1,1,3,5,2,1,6,      292009401
2023,2920,94,2,1,4,6,2,1,3,      292009402
2023,2922,13,1,1,5,5,1,1,5,      292201301
2023,2922,13,1,1,1,5,2,2,6,      292201301
2023,2922,44,1,1,1,4,2,1,3,      292204401
2023,2922,50,1,1,1,5,2,1,3,      292205001
2023,2925,29,1,1,2,7,2,1,9,      292502901
2023,2925,37,1,1,5,8,1,1,3,      292503701
2023,2925,37,1,1,2,8,1,2,4,      292503701
2023,2925,37,1,1,0,8,2,3,5,      292503701
2023,2925,44,1,1,6,7,2,1,4,      292504401
2023,2925,75,1,1,1,7,1,1,6,      292507501
2023,2925,75,1,1,0,7,2,2,13,      292507501
2023,2925,87,1,1,5,8,2,1,2,      292508701
2023,2925,91,1,1,8,8,2,1,5,      292509101
2023,2925,122,1,1,4,8,1,1,5,      292512201
2023,2925,122,1,1,1,8,1,2,6,      292512201
2023,2925,122,1,1,0,8,1,3,9,      292512201
2023,2925,122,1,1,0,8,2,4,10,      292512201
2023,2929,15,1,1,0,6,2,1,4,      292901501
2023,2933,35,1,1,5,6,2,1,4,      293303501
2023,2933,54,1,1,6,7,2,1,4,      293305401
2023,2933,68,1,1,7,7,1,1,4,      293306801
2023,2933,68,1,1,2,7,2,2,7,      293306801
2023,2933,103,1,1,3,7,2,1,5,      293310301
2023,2933,103,2,1,5,6,2,1,5,      293310302
2023,2933,123,1,1,4,6,2,1,3,      293312301
2023,2934,18,1,1,4,8,2,1,4,      293401801
2023,2934,24,1,1,8,7,2,1,4,      293402401
2023,2934,38,1,1,5,6,1,1,4,      293403801
2023,2934,38,1,1,1,6,2,2,5,      293403801
2023,2934,51,1,1,1,8,2,1,4,      293405101
2023,2934,67,1,1,2,7,2,1,3,      293406701
2023,2934,119,1,1,4,7,2,1,5,      293411901
2023,2934,146,1,1,8,7,2,1,4,      293414601
2023,2942,15,1,1,5,1,2,1,5,      294201501
2023,2942,23,1,1,6,5,2,1,4,      294202301
2023,2942,42,1,1,4,3,2,1,3,      294204201
2023,2942,54,1,1,5,6,2,1,4,      294205401
2023,2942,64,1,1,4,6,1,1,4,      294206401
2023,2942,64,1,1,4,6,1,2,5,      294206401
2023,2942,64,1,1,1,6,2,3,9,      294206401
2023,2942,81,1,1,4,6,1,1,4,      294208101
2023,2942,81,1,1,2,6,2,2,5,      294208101
2023,2942,83,1,1,2,5,2,1,3,      294208301
2023,2944,8,1,1,5,4,2,1,6,      294400801
2023,2944,21,1,1,7,3,1,1,4,      294402101
2023,2944,21,1,1,1,3,2,2,5,      294402101
2023,2944,29,1,1,5,4,2,1,5,      294402901
2023,2944,41,1,1,3,3,2,1,3,      294404101
2023,2944,58,1,1,4,3,2,1,4,      294405801
2023,2945,55,1,1,1,6,2,1,6,      294505501
2023,2945,62,1,1,0,7,2,1,3,      294506201
2023,2946,17,1,2, , ,2,1,2,      294601701
2023,2946,20,1,1,3,7,1,1,3,      294602001
2023,2946,20,1,1,1,7,1,2,4,      294602001
2023,2946,20,1,1,0,7,2,3,5,      294602001
2023,2946,21,1,1,4,7,1,1,2,      294602101
2023,2946,21,1,1,3,7,2,2,3,      294602101
2023,2946,38,1,1,0,3,2,1,5,      294603801
2023,2946,59,1,1,7,7,2,1,4,      294605901
2023,2946,60,1,1,4,6,1,1,5,      294606001
2023,2946,60,1,1,2,6,2,2,6,      294606001
2023,2947,36,1,1,4,5,1,1,5,      294703601
2023,2947,36,1,1,0,5,2,2,6,      294703601
2023,2947,38,1,1,6,0,2,1,4,      294703801
2023,2947,39,1,1,0,4,2,1,7,      294703901
2023,2947,57,1,1,1,5,1,1,3,      294705701
2023,2947,57,1,1,0,5,2,2,4,      294705701
2023,2947,62,1,1,6,3,1,1,5,      294706201
2023,2947,62,1,1,2,3,1,2,6,      294706201
2023,2947,62,1,1,0,3,2,3,7,      294706201
2023,2947,63,1,1,2,5,2,1,5,      294706301
2023,2947,65,2,1,0,2,2,1,3,      294706502
2023,2949,2,1,1,0,6,2,1,4,      294900201
2023,2949,7,1,1,5,6,1,1,3,      294900701
2023,2949,7,1,1,2,6,2,2,4,      294900701
2023,2949,14,1,1,8,6,1,1,5,      294901401
2023,2949,14,1,1,6,6,1,2,6,      294901401
2023,2949,14,1,1,4,6,1,3,7,      294901401
2023,2949,14,1,1,2,6,2,4,8,      294901401
2023,2949,99,1,1,3,5,2,1,4,      294909901
2023,2949,129,1,1,8,6,1,1,4,      294912901
2023,2949,129,1,1,5,6,2,2,5,      294912901
2023,2949,131,1,1,0,5,2,1,3,      294913101
2023,2950,8,1,1,1,7,2,1,2,      295000801
2023,2950,18,1,1,5,8,2,1,4,      295001801
2023,2950,19,1,1,3,7,2,1,2,      295001901
2023,2950,20,1,1,5,7,1,1,3,      295002001
2023,2950,20,1,1,1,7,2,2,4,      295002001
2023,2950,21,1,1,4,7,1,1,5,      295002101
2023,2950,21,1,1,0,7,2,2,6,      295002101
2023,2950,39,1,1,4,8,2,1,3,      295003901
2023,2950,43,1,1,7,8,2,1,4,      295004301
2023,2950,60,1,1,3,7,1,1,3,      295006001
2023,2950,60,1,1,0,7,2,2,4,      295006001
2023,2950,72,1,1,2,7,2,1,6,      295007201
2023,2950,74,1,1,3,6,2,1,5,      295007401
2023,2950,75,1,1,3,7,2,1,4,      295007501
2023,2952,1,1,1,3,9,1,1,5,      295200101
2023,2952,1,1,1,1,9,2,2,6,      295200101
2023,2952,2,1,1,2,9,2,1,5,      295200201
2023,2952,5,1,1,2,9,1,1,3,      295200501
2023,2952,5,1,1,0,9,1,2,4,      295200501
2023,2952,5,1,1,3,9,1,3,7,      295200501
2023,2952,5,1,1,98,98,1,4,9,      295200501
2023,2952,5,1,1,98,98,2,5,10,      295200501
2023,2952,6,1,1,3,9,1,1,4,      295200601
2023,2952,6,1,1,1,9,1,2,5,      295200601
2023,2952,6,1,1,1,9,1,3,6,      295200601
2023,2952,6,1,1,0,9,1,4,7,      295200601
2023,2952,6,1,1,0,9,2,5,13,      295200601
2023,2952,45,1,1,3,8,1,1,5,      295204501
2023,2952,45,1,1,1,8,1,2,6,      295204501
2023,2952,45,1,1,1,8,2,3,7,      295204501
2023,2952,46,1,1,4,7,2,1,5,      295204601
2023,2952,48,1,1,1,9,2,1,4,      295204801
2023,2952,49,1,1,5,9,1,1,2,      295204901
2023,2952,49,1,1,4,9,1,2,3,      295204901
2023,2952,49,1,1,0,9,2,3,4,      295204901
2023,2952,87,1,1,7,7,1,1,5,      295208701
2023,2952,87,1,1,5,7,2,2,6,      295208701
2023,2952,88,1,1,5,7,1,1,5,      295208801
2023,2952,88,1,1,0,7,2,2,6,      295208801
2023,2952,89,1,1,1,9,2,1,2,      295208901
2023,2959,44,1,1,7,8,2,1,2,      295904401
2023,2959,50,1,1,2,9,2,1,6,      295905001
2023,2960,67,1,1,0,5,2,1,2,      296006701
2023,2960,117,1,1,6,4,1,1,3,      296011701
2023,2960,117,1,1,1,4,2,2,4,      296011701
2023,2960,122,1,1,4,4,2,1,5,      296012201
2023,2967,14,1,1,9,7,2,1,4,      296701401
2023,2967,62,1,1,8,7,1,1,4,      296706201
2023,2967,62,1,1,5,7,2,2,5,      296706201
2023,2967,86,1,1,6,7,2,1,3,      296708601
2023,2967,112,1,1,0,7,2,1,3,      296711201
2023,2967,119,1,1,1,7,2,1,2,      296711901
2023,2969,23,1,1,2,5,2,1,3,      296902301
2023,2969,32,1,1,4,5,2,1,3,      296903201
2023,2970,3,1,1,8,6,1,1,4,      297000301
2023,2970,3,1,1,5,6,1,2,5,      297000301
2023,2970,3,1,1,2,6,2,3,6,      297000301
2023,2970,31,1,1,0,2,2,1,2,      297003101
2023,2970,73,1,1,8,6,2,1,3,      297007301
2023,2970,111,1,1,2,6,2,1,2,      297011101
2023,2970,115,1,1,6,6,1,1,2,      297011501
2023,2970,115,1,1,6,6,2,2,3,      297011501
2023,2971,2,1,1,0,6,2,1,2,      297100201
2023,2971,7,1,1,0,6,2,1,4,      297100701
2023,2971,26,1,1,2,6,2,1,3,      297102601
2023,2971,65,1,1,0,6,2,1,3,      297106501
2023,2971,67,1,1,6,6,1,1,2,      297106701
2023,2971,67,1,1,0,6,2,2,3,      297106701
2023,2974,24,1,1,2,11,2,1,3,      297402401
2023,2974,26,1,1,6,10,2,1,2,      297402601
2023,2974,30,1,1,6,10,2,1,3,      297403001
2023,2974,34,1,1,2,9,2,1,3,      297403401
2023,2974,51,1,1,5,10,1,1,2,      297405101
2023,2974,51,1,1,2,10,2,2,3,      297405101
2023,2977,17,1,1,0,4,2,1,3,      297701701
2023,2977,91,1,1,1,4,2,1,3,      297709101
2023,2977,119,1,1,8,4,2,1,5,      297711901
2023,2983,15,1,1,1,8,2,1,2,      298301501
2023,2983,21,1,1,2,9,2,1,3,      298302101
2023,2983,23,1,1,4,9,2,1,2,      298302301
2023,2983,97,1,1,8,8,1,1,2,      298309701
2023,2983,97,1,1,5,8,1,2,3,      298309701
2023,2983,97,1,1,3,8,2,3,4,      298309701
2023,2987,40,1,1,7,8,1,1,3,      298704001
2023,2987,40,1,1,5,8,2,2,4,      298704001
2023,2987,58,1,1,5,7,2,1,3,      298705801
2023,2987,59,1,1,2,8,2,1,3,      298705901
2023,2987,62,1,1,5,8,1,1,4,      298706201
2023,2987,62,1,1,2,8,2,2,5,      298706201
2023,2987,64,1,1,4,8,1,1,3,      298706401
2023,2987,64,1,1,1,8,2,2,4,      298706401
2023,2987,65,1,1,2,7,2,1,3,      298706501
2023,2987,69,1,1,1,8,2,1,3,      298706901
2023,2987,70,1,1,0,7,2,1,2,      298707001
2023,2987,76,1,1,3,7,2,1,2,      298707601
2023,2989,2,1,1,7,4,1,1,3,      298900201
2023,2989,2,1,1,5,4,1,2,4,      298900201
2023,2989,2,1,1,3,4,2,3,5,      298900201
2023,2989,9,1,1,0,4,2,1,3,      298900901
2023,2989,39,1,1,0,4,2,1,3,      298903901
2023,2989,47,1,1,7,5,1,1,5,      298904701
2023,2989,47,1,1,4,5,2,2,6,      298904701
2023,2989,124,1,1,0,4,2,1,3,      298912401
2023,2989,131,1,1,5,4,2,1,3,      298913101
2023,2992,41,1,1,7,5,2,1,5,      299204101
2023,2992,50,1,1,5,5,2,1,4,      299205001
2023,2992,76,1,1,6,5,1,1,2,      299207601
2023,2992,76,1,1,2,5,2,2,3,      299207601
2023,2992,80,1,1,3,5,2,1,3,      299208001
2023,2993,5,1,1,0,10,2,1,3,      299300501
2023,2993,57,1,1,6,8,1,1,3,      299305701
2023,2993,57,1,1,2,8,2,2,4,      299305701
2023,2993,73,1,1,2,10,2,1,3,      299307301
2023,2993,74,1,1,4,8,2,1,4,      299307401
2023,2993,75,1,1,0,10,2,1,3,      299307501
2023,2993,76,1,1,5,6,1,1,4,      299307601
2023,2993,76,1,1,6,6,2,2,5,      299307601
2023,3003,12,1,1,3,9,2,1,3,      300301201
2023,3003,13,1,1,0,9,2,1,2,      300301301
2023,3003,15,1,1,7,9,1,1,5,      300301501
2023,3003,15,1,1,1,9,2,2,6,      300301501
2023,3003,27,1,1,7,9,1,1,2,      300302701
2023,3003,27,1,1,6,9,1,2,3,      300302701
2023,3003,27,1,1,3,9,2,3,4,      300302701
2023,3003,32,1,1,7,9,1,1,3,      300303201
2023,3003,32,1,1,1,9,2,2,4,      300303201
2023,3003,34,1,1,4,9,2,1,5,      300303401
2023,3003,76,1,1,7,9,1,1,4,      300307601
2023,3003,76,1,1,5,9,1,2,5,      300307601
2023,3003,76,1,1,2,9,2,3,6,      300307601
2023,3003,83,1,1,1,9,2,1,3,      300308301
2023,3003,85,1,1,5,9,2,1,3,      300308501
2023,3005,1,1,1,7,5,2,1,4,      300500101
2023,3005,25,1,1,6,5,1,1,2,      300502501
2023,3005,25,1,1,5,5,1,2,3,      300502501
2023,3005,25,1,1,1,5,2,3,4,      300502501
2023,3005,92,1,1,8,5,1,1,5,      300509201
2023,3005,92,1,1,5,5,2,2,6,      300509201
2023,3005,93,1,1,8,5,1,1,6,      300509301
2023,3005,93,1,1,0,5,2,2,7,      300509301
2023,3006,9,1,1,8,8,2,1,6,      300600901
2023,3006,26,1,1,3,5,2,1,3,      300602601
2023,3006,58,1,1,6,8,1,1,3,      300605801
2023,3006,58,1,1,3,8,2,2,4,      300605801
2023,3006,60,1,1,4,6,2,1,3,      300606001
2023,3006,75,1,1,6,6,2,1,4,      300607501
2023,3006,76,1,1,1,8,2,1,3,      300607601
2023,3006,95,1,1,5,6,1,1,3,      300609501
2023,3006,95,1,1,2,6,1,2,4,      300609501
2023,3006,95,1,1,0,6,2,3,5,      300609501
2023,3007,88,1,1,1,6,2,1,3,      300708801
2023,3009,33,1,1,2,9,2,1,3,      300903301
2023,3009,67,1,1,7,8,2,1,2,      300906701
2023,3009,68,1,1,1,9,2,1,2,      300906801
2023,3009,69,1,1,2,11,2,1,4,      300906901
2023,3009,71,1,1,0,9,2,1,2,      300907101
2023,3009,77,1,1,1,9,2,1,3,      300907701
2023,3012,50,1,1,5,10,1,1,2,      301205001
2023,3012,50,1,1,1,10,2,2,3,      301205001
2023,3012,57,1,1,4,10,2,1,3,      301205701
2023,3012,58,1,1,0,8,2,1,4,      301205801
2023,3012,120,1,1,5,10,1,1,5,      301212001
2023,3012,120,1,1,2,10,1,2,6,      301212001
2023,3012,120,1,2, , ,2,3,7,      301212001
2023,3012,122,1,1,6,11,1,1,3,      301212201
2023,3012,122,1,1,1,10,2,2,4,      301212201
2023,3014,19,1,1,4,3,2,1,2,      301401901
2023,3014,114,1,1,4,4,1,1,4,      301411401
2023,3014,114,1,1,0,4,2,2,5,      301411401
2023,3018,58,1,1,4,6,2,1,4,      301805801
2023,3018,85,1,1,0,6,2,1,3,      301808501
2023,3018,91,1,1,6,6,2,1,4,      301809101
2023,3018,109,1,1,0,6,2,1,5,      301810901
2023,3018,139,1,1,3,0,2,1,3,      301813901
2023,3022,37,1,1,7,7,1,1,4,      302203701
2023,3022,37,1,1,2,7,1,2,5,      302203701
2023,3022,37,1,1,1,7,2,3,6,      302203701
2023,3022,62,1,1,0,6,1,1,3,      302206201
2023,3022,62,1,1,5,6,2,2,5,      302206201
2023,3022,77,1,1,8,7,1,1,4,      302207701
2023,3022,77,1,1,1,7,2,2,5,      302207701
2023,3022,88,1,1,6,7,1,1,5,      302208801
2023,3022,88,1,1,4,7,1,2,6,      302208801
2023,3022,88,1,1,0,7,1,3,7,      302208801
2023,3022,88,1,1,3,7,2,4,9,      302208801
2023,3022,90,1,1,0,7,1,1,3,      302209001
2023,3022,90,1,1,1,7,2,2,4,      302209001
2023,3024,5,1,1,0,9,2,1,4,      302400501
2023,3024,33,1,1,3,9,2,1,3,      302403301
2023,3024,40,2,1,1,9,2,1,4,      302404002
2023,3024,54,1,1,7,9,1,1,3,      302405401
2023,3024,54,1,1,4,9,2,2,4,      302405401
2023,3024,69,1,1,0,9,2,1,3,      302406901
2023,3025,19,1,1,2,7,2,1,3,      302501901
2023,3025,65,1,1,1,7,2,1,4,      302506501
2023,3025,101,1,1,4,7,2,1,3,      302510101
2023,3025,105,1,1,0,7,2,1,5,      302510501
2023,3025,122,1,1,4,7,2,1,3,      302512201
2023,3027,46,1,1,3,8,2,1,3,      302704601
2023,3027,56,1,1,1,8,2,1,5,      302705601
2023,3027,125,1,1,6,8,1,1,3,      302712501
2023,3027,125,1,1,3,8,2,2,4,      302712501
2023,3030,8,1,1,1,5,2,1,3,      303000801
2023,3030,59,1,1,7,5,2,1,3,      303005901
2023,3030,104,1,1,2,5,2,1,4,      303010401
2023,3030,119,1,1,1,5,2,1,3,      303011901
2023,3030,124,1,1,6,5,2,1,4,      303012401
2023,3030,140,1,1,0,5,2,1,5,      303014001
2023,3030,168,1,1,6,5,1,1,6,      303016801
2023,3030,168,1,1,3,5,1,2,7,      303016801
2023,3030,168,1,1,0,5,2,3,8,      303016801
2023,3034,3,1,1,0,9,2,1,3,      303400301
2023,3034,11,1,1,4,9,2,1,3,      303401101
2023,3034,31,1,1,1,8,2,1,3,      303403101
2023,3034,37,1,1,4,9,2,1,3,      303403701
2023,3034,76,1,1,3,9,1,1,3,      303407601
2023,3034,76,1,1,0,9,2,2,4,      303407601
2023,3034,90,1,1,1,9,2,1,5,      303409001
2023,3035,68,1,1,0,4,1,1,3,      303506801
2023,3035,68,1,1,5,4,2,2,5,      303506801
2023,3035,102,1,1,4,4,2,1,3,      303510201
2023,3035,103,1,1,0,4,2,1,3,      303510301
2023,3035,119,1,1,0,4,2,1,3,      303511901
2023,3035,143,1,1,0,4,2,1,3,      303514301
2023,3035,144,1,1,7,4,2,1,6,      303514401
2023,3035,145,1,1,6,4,1,1,6,      303514501
2023,3035,145,1,1,5,4,2,2,7,      303514501
2023,3038,60,1,1,4,6,2,1,5,      303806001
2023,3038,61,1,1,5,6,2,1,4,      303806101
2023,3038,114,1,1,8,6,2,1,3,      303811401
2023,3038,126,1,1,1,6,2,1,3,      303812601
2023,3038,138,1,1,0,6,1,1,3,      303813801
2023,3038,138,1,1,7,6,2,2,5,      303813801
2023,3038,144,1,1,5,6,2,1,4,      303814401
2023,3038,165,1,1,0,6,2,1,2,      303816501
2023,3041,31,1,1,7,7,1,1,4,      304103101
2023,3041,31,1,1,4,7,1,2,5,      304103101
2023,3041,31,1,1,2,7,2,3,6,      304103101
2023,3041,71,1,1,1,7,2,1,3,      304107101
2023,3041,98,1,1,3,7,1,1,3,      304109801
2023,3041,98,1,1,2,7,2,2,4,      304109801
2023,3041,109,1,1,7,7,1,1,4,      304110901
2023,3041,109,1,1,0,7,2,2,5,      304110901
2023,3041,121,1,1,4,7,2,1,4,      304112101
2023,3041,124,1,1,8,7,1,1,4,      304112401
2023,3041,124,1,1,6,7,2,2,5,      304112401
2023,3043,3,1,1,1,6,2,1,6,      304300301
2023,3043,5,1,1,1,6,2,1,5,      304300501
2023,3043,20,1,1,5,6,2,1,5,      304302001
2023,3043,58,1,1,3,6,2,1,3,      304305801
2023,3043,90,1,1,3,6,2,1,4,      304309001
2023,3049,38,1,1,1,9,1,1,3,      304903801
2023,3049,38,1,1,8,9,2,2,5,      304903801
2023,3049,74,1,1,0,9,2,1,5,      304907401
2023,3049,83,1,1,1,9,2,1,3,      304908301
2023,3049,85,1,1,3,9,2,1,4,      304908501
2023,3049,119,1,1,7,9,2,1,3,      304911901
2023,3049,122,1,1,8,9,2,1,2,      304912201
2023,3049,148,1,1,5,9,1,1,3,      304914801
2023,3049,148,1,1,2,9,2,2,4,      304914801
2023,3051,20,1,1,3,8,1,1,2,      305102001
2023,3051,20,1,1,0,8,2,2,3,      305102001
2023,3051,27,1,1,3,8,2,1,3,      305102701
2023,3051,93,1,1,6,8,2,1,3,      305109301
2023,3051,115,1,1,6,8,2,1,8,      305111501
2023,3051,132,1,1,0,8,2,1,5,      305113201
2023,3051,134,1,1,0,8,2,1,4,      305113401
2023,3051,146,1,1,7,8,1,1,2,      305114601
2023,3051,146,1,1,0,8,2,2,3,      305114601
2023,3051,156,1,1,5,8,2,1,4,      305115601
2023,3056,12,1,1,7,4,1,1,3,      305601201
2023,3056,12,1,1,6,4,1,2,4,      305601201
2023,3056,12,1,1,4,4,2,3,5,      305601201
2023,3056,17,1,1,3,4,2,1,3,      305601701
2023,3056,18,1,1,2,4,2,1,3,      305601801
2023,3056,19,1,1,2,4,1,1,3,      305601901
2023,3056,19,1,1,0,4,2,2,4,      305601901
2023,3056,20,1,1,1,4,2,1,3,      305602001
2023,3056,49,1,1,5,4,2,1,4,      305604901
2023,3056,50,1,1,3,3,1,1,6,      305605001
2023,3056,50,1,1,5,3,1,2,10,      305605001
2023,3056,50,1,1,0,3,2,3,13,      305605001
2023,3056,51,1,1,2,4,2,1,4,      305605101
2023,3056,119,1,1,6,4,2,1,5,      305611901
2023,3056,121,1,1,7,4,1,1,3,      305612101
2023,3056,121,1,1,5,4,1,2,4,      305612101
2023,3056,121,1,1,1,4,2,3,5,      305612101
2023,3056,127,1,1,6,4,2,1,4,      305612701
2023,3059,13,1,1,6,7,1,1,3,      305901301
2023,3059,13,1,1,2,7,2,2,4,      305901301
2023,3059,18,1,1,8,7,2,1,3,      305901801
2023,3059,22,1,1,3,7,1,1,4,      305902201
2023,3059,22,1,1,1,7,2,2,6,      305902201
2023,3059,23,1,1,8,7,1,1,5,      305902301
2023,3059,23,1,1,2,7,2,2,6,      305902301
2023,3059,24,1,1,5,7,2,1,4,      305902401
2023,3059,30,1,1,5,7,2,1,4,      305903001
2023,3059,32,1,1,6,7,1,1,5,      305903201
2023,3059,32,1,1,3,7,2,2,6,      305903201
2023,3059,62,1,1,6,7,1,1,3,      305906201
2023,3059,62,1,1,4,7,2,2,4,      305906201
2023,3059,65,1,1,7,7,1,1,3,      305906501
2023,3059,65,1,1,6,7,1,2,4,      305906501
2023,3059,65,1,1,3,7,1,3,5,      305906501
2023,3059,65,1,1,0,7,2,4,6,      305906501
2023,3059,66,1,1,8,7,1,1,3,      305906601
2023,3059,66,1,1,6,7,2,2,5,      305906601
2023,3062,1,1,1,2,5,2,1,3,      306200101
2023,3062,2,1,1,3,5,2,1,5,      306200201
2023,3062,3,1,1,4,5,2,1,5,      306200301
2023,3062,4,1,1,6,5,1,1,5,      306200401
2023,3062,4,1,1,1,5,2,2,6,      306200401
2023,3062,5,1,1,0,6,2,1,2,      306200501
2023,3062,124,1,1,3,6,1,1,4,      306212401
2023,3062,124,1,1,0,6,2,2,5,      306212401
2023,3062,128,1,1,2,5,2,1,4,      306212801
2023,3062,132,1,1,0,6,2,1,3,      306213201
2023,3062,137,1,1,6,5,1,1,3,      306213701
2023,3062,137,1,1,3,5,2,2,4,      306213701
2023,3062,150,1,1,2,6,2,1,3,      306215001
2023,3062,152,1,1,6,6,2,1,2,      306215201
2023,3062,153,1,1,1,6,1,1,4,      306215301
2023,3062,153,1,2, , ,1,2,5,      306215301
2023,3062,153,1,1,4,6,2,3,6,      306215301
2023,3064,6,1,1,4,9,2,1,3,      306400601
2023,3064,12,1,1,3,9,2,1,3,      306401201
2023,3064,65,1,1,8,9,1,1,3,      306406501
2023,3064,65,1,1,2,9,2,2,4,      306406501
2023,3064,71,1,1,2,9,2,1,3,      306407101
2023,3064,94,1,1,5,9,2,1,3,      306409401
2023,3064,97,1,1,5,9,2,1,4,      306409701
2023,3064,140,1,1,6,9,2,1,5,      306414001
2023,3069,35,1,1,1,9,1,1,3,      306903501
2023,3069,35,1,1,0,9,2,2,4,      306903501
2023,3069,37,1,1,2,9,2,1,4,      306903701
2023,3069,39,1,1,6,9,2,1,3,      306903901
2023,3069,51,1,1,0,9,2,1,3,      306905101
2023,3069,53,1,1,1,9,2,1,3,      306905301
2023,3069,54,1,1,2,9,2,1,3,      306905401
2023,3069,55,1,1,3,9,1,1,3,      306905501
2023,3069,55,1,1,0,9,2,2,4,      306905501
2023,3069,106,1,2, , ,1,1,4,      306910601
2023,3069,106,1,2, , ,2,2,5,      306910601
2023,3073,39,1,1,6,8,1,1,4,      307303901
2023,3073,39,1,1,2,8,2,2,5,      307303901
2023,3073,51,1,1,1,8,2,1,4,      307305101
2023,3073,66,1,1,0,8,1,1,5,      307306601
2023,3073,66,1,1,0,8,2,2,9,      307306601
2023,3074,63,1,1,0,4,2,1,3,      307406301
2023,3075,49,1,1,0,6,2,1,4,      307504901
2023,3075,74,1,1,0,6,2,1,4,      307507401
2023,3075,81,1,1,0,4,2,1,12,      307508101
2023,3077,72,1,1,0,8,2,1,2,      307707201
2023,3077,73,1,1,1,8,1,1,4,      307707301
2023,3077,73,1,1,2,8,2,2,5,      307707301
2023,3077,82,1,1,5,8,2,1,3,      307708201
2023,3077,98,1,1,8,8,2,1,4,      307709801
2023,3077,124,1,2, , ,2,1,2,      307712401
2023,3080,2,1,1,0,5,2,1,6,      308000201
2023,3080,4,1,1,4,5,2,1,5,      308000401
2023,3080,51,1,1,4,4,2,1,4,      308005101
2023,3080,53,1,1,0,5,2,1,4,      308005301
2023,3080,61,1,1,2,5,1,1,3,      308006101
2023,3080,61,1,1,0,5,2,2,4,      308006101
2023,3080,99,1,1,0,4,2,1,5,      308009901
2023,3080,118,1,1,1,5,2,1,3,      308011801
2023,3087,3,1,1,4,8,2,1,4,      308700301
2023,3087,37,1,1,1,8,2,1,3,      308703701
2023,3087,48,1,1,0,10,2,1,3,      308704801
2023,3087,58,1,1,1,6,2,1,3,      308705801
2023,3087,102,1,1,1,6,2,1,4,      308710201
2023,3090,37,1,1,1,4,2,1,3,      309003701
2023,3090,75,1,1,3,4,2,1,8,      309007501
2023,3090,78,1,1,0,4,2,1,3,      309007801
2023,3090,131,1,1,0,4,2,1,2,      309013101
2023,3090,136,1,1,1,4,2,1,4,      309013601
2023,3091,2,1,1,3,6,1,1,3,      309100201
2023,3091,2,1,1,1,6,2,2,4,      309100201
2023,3091,8,1,1,4,6,2,1,5,      309100801
2023,3091,46,1,1,3,6,1,1,3,      309104601
2023,3091,46,1,1,1,0,2,2,4,      309104601
2023,3091,90,1,1,6,6,1,1,3,      309109001
2023,3091,90,1,1,0,6,2,2,4,      309109001
2023,3091,92,1,1,0,6,2,1,7,      309109201
2023,3091,116,1,1,4,6,1,1,6,      309111601
2023,3091,116,1,1,2,6,1,2,7,      309111601
2023,3091,116,1,1,1,6,2,3,8,      309111601
2023,3093,20,1,1,6,9,1,1,3,      309302001
2023,3093,20,1,1,1,9,2,2,4,      309302001
2023,3093,27,1,1,0,6,2,1,3,      309302701
