ID1,caseid,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2025,      471006601  1,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      471007101  1,1,1,A,ABC, , , , , , , , , , , , 
2025,      471009101  1,1,2,A,BC, , ,1,1, , , , , , , , 
2025,      471100401  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      471105101  1,1,2,A,B, , , , , , , , , , , , 
2025,      471105201  1,1,1,AB,ABC,ABC, , , , , , , , , , , 
2025,      471105601  1,1,2,AB,B,B, ,2, ,2, , , , , , , 
2025,      471106001  3,1,3,A,AB, , ,2,2,2, , , , , , , 
2025,      471106001  3,2,2,A,AB, , ,2,2,2, , , , , , , 
2025,      471106301  1,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      471106301  1,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      471206401  2,1,3,AB,ABCK,BCK, , , , , , , , , , , 
2025,      471207601  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      471210701  1,1,3,A,BC, , , , , , , , , , , , 
2025,      471211101  7,1,1,A,BCEK, , ,2, , , , , , , , , 
2025,      471306201  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      471306401  4,1,1,A,ABK, , , , , , , , , , , , 
2025,      471306601  2,1,1,A,B, , , , , , , , , , , , 
2025,      471400801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      471403601  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      471403601  2,2,2,AB,CEK,CEK, , , , , , , , , , , 
2025,      471404101  1,1,1,AB,K,K, , , , , , , , , , , 
2025,      471404501  1,1,5,AB,AB,BC, , , , , , , , , , , 
2025,      471404501  1,2,4,AB,BE,BCE, , , , , , , , , , , 
2025,      471404901  1,1,2,A,BC, , ,2, , , , , , , , , 
2025,      471405601  1,1,2,A,B, , , , , , , , , , , , 
2025,      471406001  2,1,1,AB,AB,AB, , , , , , , , , , , 
2025,      471501501  2,1,4,A,BC, , , , , , , , , , , , 
2025,      471503201  1,1,2,AB,AB,AB, ,2, , ,2, , , , , , 
2025,      471505501  2,1,2,AB,AB,B, ,2, , , , , , , , , 
2025,      471506901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      471600301  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      471603501  2,1,1,AB,ACK,CK, , , , , , , , , , , 
2025,      471604201  2,1,2,AB,BK,X, , , , , , , , , , , 
2025,      471604501  1,1,1,A,BK, , , , , , , , , , , , 
2025,      471700101  2,1,1,A,ABCK, , ,2,2, , , , , , , , 
2025,      471700901  1,1,3,Y, , , , , , , , , , , , , 
2025,      471704101  1,1,3,Y, , , , , , , , , , , , , 
2025,      471706501  2,1,2,B, ,BK, , , , , , , , , , , 
2025,      471710301  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      471803501  2,1,2,AB,BC,B, , ,2,2, , , , , , , 
2025,      471804601  2,1,4,A,B, , , , , , , , , , , , 
2025,      471900401  1,1,3,Y, , , ,2, , , , , , , , , 
2025,      471901401  2,1,2,A,ABK, , , , , , , , , , , , 
2025,      471902501  1,1,4,A,CX, , , , , , , , , , , , 
2025,      471902701  2,1,3,AB,AK,AK, ,1, , , , , , ,1, , 
2025,      471902701  2,2,2,AB,AK,AK, ,1, , , , , , ,1, , 
2025,      471903401  2,1,1,Y, , , , , , , , , , , , , 
2025,      471905201  1,1,4,A,KX, , , , , , , , , , , , 
2025,      472003701  1,1,2,A,B, , , , , , , , , , , , 
2025,      472003801  1,1,4,A,BC, , , , , , , , , , , , 
2025,      472008201  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      472008801  2,1,3,A,BC, , , , , , , , , , , , 
2025,      472011101  2,1,3,AB,AB,AB, ,2, ,2, , , , , , , 
2025,      472100501  2,1,3,A,K, , ,2,2, , , , , , , , 
2025,      472101301  2,1,4,Y, , , , , , , , , , , , , 
2025,      472101301  2,2,3,AB,B,B, , , , , , , , , , , 
2025,      472103601  5,1,2,AB,ABC,ABC, , , , , , , , , , , 
2025,      472104101  1,1,6,A,B, , , , , , , , , , , , 
2025,      472203101  2,1,3,AB,B,BC, ,2, , , , , , , , , 
2025,      472204501  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      472209901  2,1,2,A,BC, , , , , , , , , , , , 
2025,      472302101  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      472302801  2,1,3,AB,AB,AB, , , , , , , , , , , 
2025,      472303501  1,1,3,A,B, , , , , , , , , , , , 
2025,      472405301  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      472405301  2,2,1,AB,B,B, , , , , , , , , , , 
2025,      472405701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      472406001  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      472406201  2,1,1,AB,ABC,BC, , , , , , , , , , , 
2025,      472406601  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      472406701  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      472500301  2,1,4,AB,K,K, ,2, ,2, , , , , , , 
2025,      472500301  2,2,3,AB,K,K, ,2, ,2, , , , , , , 
2025,      472502301  2,1,3,ABD,AB,B,B, , , , , , , , , , 
2025,      472505701  2,1,1,AB,ABC,BC, ,2,2, , , , , , , , 
2025,      472600101  3,1,1,AC,ABC, ,B,1,1,1,1,1,1,1,2,2, 
2025,      472600401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      472600501  2,1,5,AB,BC,BC, , , , , , , , , , , 
2025,      472604101  1,1,1,A,K, , , , , , , , , , , , 
2025,      472604201  2,1,3,A,K, , , , , , , , , , , , 
2025,      472604301  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      472611901  2,1,3,AB,E,E, , , , , , , , , , , 
2025,      472612401  2,1,1,AB,EIK,EIK, , , , , , , , , , , 
2025,      472612501  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      472703301  1,1,3,AB,B,B, , , , , , , , , , , 
2025,      472703601  3,1,1,AC,B, ,B, , , , , , , , , , 
2025,      472705701  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      472706201  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      472707801  1,1,3,AB,AB,AB, , , , , , , , , , , 
2025,      472708801  1,1,3,AF,BC, ,BC, , , , , , , , , , 
2025,      472807501  5,1,2,A,AB, , , , , , , , , , , , 
2025,      472807501  5,2,1,A,AB, , , , , , , , , , , , 
2025,      472904501  1,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      472908501  2,1,1,A,BC, , , , , , , , , , , , 
2025,      472909601  1,1,1,A,BK, , , , , , , , , , , , 
2025,      473207201  2,1,1,AB,BCD,C, , , , , , , , , , , 
2025,      473209901  2,1,2,AB,CIK,CK, ,2, , , , , , , , , 
2025,      473210301  2,1,2,A,BC, , , , , , , , , , , , 
2025,      473210801  2,1,2,A,AB, , , , , , , , , , , , 
2025,      473301001  2,1,3,A,AB, , , , , , , , , , , , 
2025,      473301201  2,1,2,A,BC, , , , , , , , , , , , 
2025,      473311202  2,1,2,AB,ABC,ABC, , , , , , , , , , , 
2025,      473311202  2,2,1,AB,ABC,ABC, , , , , , , , , , , 
2025,      473411301  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      473501201  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      473505401  1,1,2,A,B, , , , , , , , , , , , 
2025,      473600601  1,1,1,AB,BC,BCK, ,2,2, ,2,2, , ,2, , 
2025,      473600701  2,1,3,AB,BK,BK, ,2, , , , , , , , , 
2025,      473601401  1,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      473603601  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      473605701  2,1,3,AB,BG,BG, ,2, , , , , , , , , 
2025,      473608601  1,1,3,A,BCI, , , , , , , , , , , , 
2025,      473702201  2,1,2,A,ABC, , , , , , , , , , , , 
2025,      473702501  1,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      473703401  3,1,2,A,B, , , , , , , , , , , , 
2025,      473710301  1,1,1,AB,K,K, , ,1, , , , , , , , 
2025,      473800601  1,1,3,A,BC, , , , , , , , , , , , 
2025,      473800601  1,2,2,A,BC, , , , , , , , , , , , 
2025,      473803401  1,1,1,AB,ABC,B, , , , , , , , , , , 
2025,      473803601  2,1,1,A,BC, , , , , , , , , , , , 
2025,      473806801  2,1,2,AB,BCEK,CK, , , , , , , , , , , 
2025,      473808201  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      473809101  2,1,1,AC,BCK, ,BCK, , , , , , , , , , 
2025,      473906101  2,1,2,A,BC, , , , , , , , , , , , 
2025,      473909501  2,1,2,AB,ABC,BC, , , , , , , , , , , 
2025,      473909701  2,1,1,B, ,ABC, , , , , , , , , , , 
2025,      474001001  1,1,2,AC,BCE, ,BC,1,1, , , , ,2,2, , 
2025,      474001201  1,1,2,A,B, , ,2,2, , , , , , , , 
2025,      474002501  2,1,1,A,B, , , , , , , , , , , , 
2025,      474003901  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      474006901  1,1,2,A,ABC, , , , , , , , , , , , 
2025,      474103301  3,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      474106401  1,1,2,A,B, , ,2, , , , , , , , , 
2025,      474108101  2,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      474108401  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      474201001  1,1,2,A,C, , ,2, , , , , , , , , 
2025,      474201101  2,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      474201101  2,2,2,AB,ABC,B, , , , , , , , , , , 
2025,      474204301  2,1,1,AB,GK,AGK, , , , , , , , , , , 
2025,      474207601  1,1,4,A,BC, , , , , , , , , , , , 
2025,      474209501  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      474301501  2,1,3,A,B, , , , , , , , , , , , 
2025,      474307601  2,1,2,AB,AC,AC, , , , , , , , , , , 
2025,      474310801  2,1,3,Y, , , , , , , , , , , , , 
2025,      474401201  2,1,2,A,B, , , , , , , , , , , , 
2025,      474402801  2,1,2,A,BC, , ,2, , , , , , ,2, , 
2025,      474405301  1,1,1,A,CK, , ,1, , , ,1, , , , , 
2025,      474411401  1,1,2,A,AB, , , , , , , , , , , , 
2025,      474411601  1,1,2,A,BE, , , , , , , , , , , , 
2025,      474413801  1,1,3,Y, , , , , ,1,1, , , , , , 
2025,      474503701  2,1,2,B, ,BCK, , , , , , , , , , , 
2025,      474601801  1,1,3,A,BC, , , , , , , , , , , , 
2025,      474706601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      474707401  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      474803601  1,1,2,A,BC, , , , , , , , , , , , 
2025,      474803701  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      474804701  2,1,5,AB,ABCK,BCK, , , , , , , , , , , 
2025,      474806601  1,1,3,AB,K,K, , , , , , , , , , , 
2025,      474907601  2,1,1,AB,B,ABCE, , , , , , , , , , , 
2025,      474909701  1,1,3,A,CK, , ,1,2,2, , , , ,2,2, 
2025,      474909801  2,1,2,AB,BC,ABC, , , , , , , , , , , 
2025,      474912801  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      475000501  2,1,3,A,C, , , , , , , , , , , , 
2025,      475000501  2,2,2,AB,BCK,BCEK, , , , , , , , , , , 
2025,      475006801  2,1,2,Y, , , ,2,2,2, , , , , , , 
2025,      475104901  1,1,4,AB,BCK,CK, , , , , , , , , , , 
2025,      475104901  1,2,3,AB,BCK,BCK, , , , , , , , , , , 
2025,      475107301  2,1,4,A,BC, , , , , , , , , , , , 
2025,      475200801  3,1,1,AB,BCK,BC, ,1,1,2,1, , , , , , 
2025,      475301601  1,1,4,A,BK, , , , , , , , , , , , 
2025,      475304601  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      475404901  1,1,1,AC,AB, ,B, , , , , , , , , , 
2025,      475504401  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      475505801  5,1,1,AB,K,BK, ,1,1,1, , , , , , , 
2025,      475507201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      475512001  1,1,3,AB,BK,B, , , , , , , , , , , 
2025,      475605601  2,1,4,ABD,CEK,CK,CK, , , , , , , , , , 
2025,      475700801  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      475702301  2,1,4,AB,BK,BK, , , , , , , , , , , 
2025,      475709701  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      475709701  2,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      475801101  2,1,3,A,A, , , , , , , , , , , , 
2025,      475804701  1,1,1,A,I, , ,2, ,2, , , , ,2,2, 
2025,      475811901  1,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      475812401  2,1,2,AB,ABK,B, , , , , , , , , , , 
2025,      475901001  4,1,2,A,B, , ,1, , , , , , , , , 
2025,      475903301  1,1,4,AB,B,B, ,1,1, , , , , , , , 
2025,      475908001  1,1,5,B, ,IK, , , , , , , , , , , 
2025,      475910001  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      476002101  2,1,3,A,BC, , , , , , , , , , , , 
2025,      476003801  2,1,6,AB,BC,BC, , , , , , , , , , , 
2025,      476005401  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      476006001  2,1,2,A,B, , ,2, , , , , , , , , 
2025,      476106301  2,1,4,AB,BC,BC, , , , , , , , , , , 
2025,      476106301  2,2,3,AB,BC,BC, , , , , , , , , , , 
2025,      476106801  2,1,3,AB,K,K, ,2, ,2, , , , , , , 
2025,      476107301  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      476109601  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      476109601  2,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      476109701  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      476109801  2,1,4,AB,BC,BC, , , , , , , , , , , 
2025,      476202001  2,1,1,ABE,B,BE,B, , , , , , , , , , 
2025,      476204501  2,1,3,AB,BI,B, , , , , , , , , , , 
2025,      476300101  2,1,2,AB,B,BK, , , , , , , , , , , 
2025,      476300501  1,1,1,A,BCK, , , , , , , , , , , , 
2025,      476307501  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      476309101  2,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      476310301  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      476310501  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      476403201  2,1,4,A,BC, , , , , , , , , , , , 
2025,      476403301  2,1,6,AB,BC,BE, , , , , , , , , , , 
2025,      476405001  1,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      476407401  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      476500201  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      476500201  2,2,1,AB,BC,BC, , , , , , , , , , , 
2025,      476500501  1,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      476502801  2,1,1,AB,B,B, ,2,2,2, , , , , , , 
2025,      476505401  1,1,5,AB,ABC,ABC, ,2,2,2,2, , , , , , 
2025,      476505801  1,1,2,A,AB, , , , , , , , , , , , 
2025,      476505901  2,1,2,AB,BC,BC, ,2,2,2, , , , , , , 
2025,      476611901  2,1,6,AB,BK,BK, , , , , , , , , , , 
2025,      476612101  3,1,5,A,C, , ,2,2, , , , , , , , 
2025,      476612101  3,2,4,A,C, , ,2,2, , , , , , , , 
2025,      476614001  5,1,3,A,K, , , , , , , , , , , , 
2025,      476710501  2,1,2,ABD,BEK,B,B,2, , , , , , , , , 
2025,      476711401  2,1,2,AB,ABCEK,BK, , , , , , , , , , , 
2025,      476903401  2,1,3,AB,BK,BK, , , , , , , , , , , 
2025,      476903701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      476905002  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      476906201  4,1,2,AB,BK,B, , , , , , , , , , , 
2025,      476908301  2,1,2,AB,ABK,BK, ,2, , , , , , , , , 
2025,      476908301  2,2,1,AB,BK,BK, ,2, , , , , , , , , 
2025,      476912401  2,1,5,AB,BK,BK, , , , , , , , , , , 
2025,      476914001  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      477002101  3,1,1,AB,C,C, , , , , , , , , , , 
2025,      477002301  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      477002301  2,2,1,AB,CK,CK, , , , , , , , , , , 
2025,      477003201  3,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      477103201  5,1,1,AC,K, ,K,1,1, , ,2, , , , , 
2025,      477105901  3,1,2,AB,AB,B, , , , , , , , , , , 
2025,      477106501  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      477107301  2,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      477108701  1,1,1,AB,BK,B, , , , , , , , , , , 
2025,      477110802  1,1,4,A,BCK, , ,2,2,2, , , , , , , 
2025,      477111001  2,1,5,AB,B,B, , , , , , , , , , , 
2025,      477205201  2,1,1,ABC,K,B,B, , , , , , , , , , 
2025,      477205801  2,1,2,A,B, , , , , , , , , , , , 
2025,      477206201  2,1,5,AB,B,B, , , , , , , , , , , 
2025,      477206201  2,2,4,AB,B,B, , , , , , , , , , , 
2025,      477209101  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      477209101  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      477210502  2,1,5,AB,C,B, ,2, , , , , , , , , 
2025,      477302801  2,1,3,B, ,AB, ,2, , , , , , , , , 
2025,      477303901  2,1,4,ABD,B,K,K, , , , , , , , , , 
2025,      477306801  1,1,4,AD,AK, ,AB, , , , , , , , , , 
2025,      477306801  1,2,3,AD,CK, ,CK, , , , , , , , , , 
2025,      477310801  1,1,3,A,K, , ,2,2,2, , , , , , , 
2025,      477312201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      477312201  2,2,2,AB,BK,B, , , , , , , , , , , 
2025,      477400201  5,1,1,AB,CK,CK, ,2, , , , , , , , , 
2025,      477402001  3,1,1,AB,BCE,BC, , , , , , , , , , , 
2025,      477405101  2,1,2,AB,BCE,BC, ,2,2, , , , , , , , 
2025,      477406201  4,1,1,AC,ABC, ,BC, , , , , , , , , , 
2025,      477414201  3,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      477501501  3,1,1,AB,ACK,K, , , , , , , , , , , 
2025,      477506601  1,1,2,A,C, , , , , , , , , , , , 
2025,      477511301  3,1,3,AB,C,C, , , , , , , , , , , 
2025,      477511801  5,1,2,BC, ,K,K, , , , , , , , , , 
2025,      477513901  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      477518901  2,1,3,AB,BE,B, , , , , , , , , , , 
2025,      477520601  1,1,4,AB,CK,CK, ,2,2,2, ,2,2,2, , , 
2025,      477615601  1,1,4,A,B, , ,2, ,2, , , , , , , 
2025,      477616601  3,1,1,ABC,BCK,BK,BK, , , , , , , , , , 
2025,      477700101  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      477701101  1,1,4,A,BCEK, , , , , , , , , , , , 
2025,      477702301  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      477704401  4,1,1,AC,BCE, ,BE, , , , , , , , , , 
2025,      477706601  2,1,2,AB,BK,CK, , , , , , , , , , , 
2025,      477706601  2,2,1,AB,BK,CK, , , , , , , , , , , 
2025,      477706801  2,1,3,AB,K,K, ,2, , , , , , , , , 
2025,      477708001  2,1,6,AB,B,B, ,2, , , , , , , , , 
2025,      477800301  2,1,4,ABD,CK,CK,CK, , , , , , , , , , 
2025,      477801801  5,1,1,AB,B,B, , , , , , , , , , , 
2025,      477807601  2,1,6,AD,B, ,B, , , , , , , , , , 
2025,      477904201  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      477905001  2,1,2,AB,BCE,BC, , , , , , , , , , , 
2025,      477905701  2,1,4,AB,B,B, ,2,2,2,2, ,2, , , , 
2025,      477905701  2,2,3,AB,B,B, ,2,2,2,2, ,2, , , , 
2025,      477906501  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      477906601  1,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      478000601  2,1,4,AB,CK,CK, , , , , , , , , , , 
2025,      478002201  2,1,4,AB,BE,AB, ,2, ,2, ,2, , , , , 
2025,      478002701  5,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      478004101  2,1,3,ABD,ACK,CK,CK, , , , , , , , , , 
2025,      478004401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      478005301  1,1,2,A,K, , , , , , , , , , , , 
2025,      478008501  1,1,3,A,K, , ,2,2, , , , , , , , 
2025,      478106801  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      478107201  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      478108701  3,1,3,Y, , , , , , , , , , , , , 
2025,      478111201  4,1,1,AB,CX,CX, , , , , , , , , , , 
2025,      478200501  2,1,5,AB,AEK,BE, , , , , , , , , , , 
2025,      478202801  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      478204601  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      478210501  1,1,2,A,X, , , , , , , , , , , , 
2025,      478211001  2,1,2,AB,AK,K, , , , , , , , , , , 
2025,      478314001  4,1,1,A,K, , , , , , , , , , , , 
2025,      478314101  4,1,1,ABC,ACK,CK,K, , , , , , , , , , 
2025,      478316501  3,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      478316501  3,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      478316801  1,1,3,A,B, , , , , , , , , , , , 
2025,      478318901  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      478400801  2,1,1,AB,EX,X, , , , , , , , , , , 
2025,      478405901  1,1,1,A,B, , , , , , , , , , , , 
2025,      478407601  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      478410301  2,1,7,AB,B,B, , , , , , , , , , , 
2025,      478410601  2,1,7,AB,E,E, , , , , , , , , , , 
2025,      478502101  2,1,9,AB,C,C, , , , , , , , , , , 
2025,      478502201  2,1,6,AB,AK,AK, , , , , , , , , , , 
2025,      478502201  2,2,5,AB,AK,AK, , , , , , , , , , , 
2025,      478502601  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      478515601  4,1,1,ABC,BK,K,K, , , , , , , , , , 
2025,      478603201  2,1,1,AB,CEK,CEK, , , , , , , , , , , 
2025,      478702001  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      478706901  2,1,3,Y, , , , , , , , , , , , , 
2025,      478711701  1,1,2,AB,B,B, , , , , , , , , , , 
2025,      478802701  1,1,1,A,BC, , , , , , , , , , , , 
2025,      478805701  5,1,2,A,C, , , , , , , , , , , , 
2025,      478901001  1,1,3,Y, , , , , , , , , , , , , 
2025,      478905201  1,1,3,A,AB, , , , , , , , , , , , 
2025,      478906601  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      478906901  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      478907001  1,1,3,A,AB, , , , , , , , , , , , 
2025,      479000501  1,1,4,A,BC, , , , , , , , , , , , 
2025,      479000701  1,1,2,Y, , , , , , , , , , , , , 
2025,      479000701  1,2,1,A,AB, , , , , , , , , , , , 
2025,      479002601  2,1,2,A,BC, , ,2,2,2, , , , , , , 
2025,      479006201  2,1,4,Y, , , , , , , , , , , , , 
2025,      479006501  1,1,3,A,B, , , , , , , , , , , , 
2025,      479007401  1,1,1,Y, , , , , , , , , , , , , 
2025,      479007601  2,1,1,Y, , , ,2, , , , , , ,2, , 
2025,      479103601  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      479106801  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      479108401  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      479200601  2,1,1,A,B, , , , , , , , , , , , 
2025,      479203101  3,1,1,Y, , , , , , , , , , , , , 
2025,      479204901  2,1,2,A,BC, , , , , , , , , , , , 
2025,      479206401  3,1,1,Y, , , , , , , , , , , , , 
2025,      479206701  2,1,2,AB,BCI,BCI, ,2,2,2, , , , , , , 
2025,      479206701  2,2,1,AB,BCI,BCI, ,2,2,2, , , , , , , 
2025,      479300201  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      479300201  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      479302601  2,1,2,Y, , , , , , , , , , , , , 
2025,      479302601  2,2,1,AB,AC,AC, , , , , , , , , , , 
2025,      479303201  1,1,4,A,K, , ,2, , , , , , , , , 
2025,      479303201  1,2,3,A,K, , ,2, , , , , , , , , 
2025,      479304601  7,1,1,AB,AB,AB, , , , , , , , , , , 
2025,      479309101  2,1,1,B, ,B, , , , , , , , , , , 
2025,      479401201  1,1,3,A,B, , ,2,2,2,2, , , ,2, , 
2025,      479402901  1,1,2,A,B, , , , , , , , , , , , 
2025,      479406501  1,1,3,AB,AB,AB, ,2, ,2, , , , , , , 
2025,      479409401  2,1,2,Y, , , , , , , , , , , , , 
2025,      479409401  2,2,1,A,AB, , , , , , , , , , , , 
2025,      479602701  1,1,3,A,B, , ,2, , , , , , , , , 
2025,      479603601  2,1,1,A,B, , , , , , , , , , , , 
2025,      479604601  1,1,1,A,A, , , , , , , , , , , , 
2025,      479605301  2,1,3,Y, , , , , , , , , , , , , 
2025,      479606201  2,1,2,A,C, , , , , , , , , , , , 
2025,      479610001  2,1,2,AB,A,A, ,1, , , , , , , , , 
2025,      479610301  1,1,1,Y, , , , , , , , , , , , , 
2025,      479611601  1,1,1,A,AB, , , , , , , , , , , , 
2025,      479701701  1,1,3,Y, , , , , , , , , , , , , 
2025,      479800401  2,1,5,AB,BK,BK, , , , , , , , , , , 
2025,      479805801  2,1,6,A,K, , , , , , , , , , , , 
2025,      479807401  4,1,2,A,BC, , , , , , , , , , , , 
2025,      479901101  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      479903501  2,1,3,Y, , , ,2, ,2, , , , , , , 
2025,      480000801  1,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      480001701  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      480005001  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      480005201  2,1,2,AB,BI,B, , , , , , , , , , , 
2025,      480107801  2,1,2,A,AB, , ,2, , , , , , , , , 
2025,      480203701  2,1,1,A,B, , , , , , , , , , , , 
2025,      480204101  2,1,1,A,BC, , , , , , , , , , , , 
2025,      480302501  1,1,4,Y, , , , , , , , , , , , , 
2025,      480302501  1,2,3,AB,ABC,ABC, , , , , , , , , , , 
2025,      480302601  2,1,3,AB,B,B, ,2, ,2,2, , , ,2, , 
2025,      480306701  4,1,2,AB,B,B, , , , , , , , , , , 
2025,      480307701  2,1,7,AB,B,B, , , ,2, , , , , , , 
2025,      480307801  2,1,2,Y, , , , , , , , , , , , , 
2025,      480400501  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      480402901  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      480403201  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      480409801  3,1,1,AB,B,B, , , , , , , , , , , 
2025,      480600101  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      480600101  2,2,1,AB,BCK,CK, , , , , , , , , , , 
2025,      480600201  4,1,1,AB,K,K, , , , , , , , , , , 
2025,      480606201  2,1,2,AB,CK,C, , , , , , , , , , , 
2025,      480608301  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      480701602  2,1,1,AF,AK, ,BC, , , , , , , , , , 
2025,      480702701  1,1,2,A,CK, , ,2, , , , , , , , , 
2025,      480702901  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      480707201  1,1,1,A,CK, , , , , , , , , , , , 
2025,      480803001  5,1,1,AC,ABK, ,AB,2, , , , , , , , , 
